Ticker,Company,LogoUrl
AAPL,Apple,https://logo.clearbit.com/apple.com
TSLA,Tesla,https://logo.clearbit.com/tesla.com
IBM,IBM,https://logo.clearbit.com/ibm.com
MSFT,Microsoft,https://logo.clearbit.com/microsoft.com
GOOGL,Google,https://logo.clearbit.com/google.com
